абстинент	abstinent	
абстинентный	abstinent	
абстрагирование	abstracting	
абстрагировать	abstract	
абстракт	abstract	
абстрактно	abstractedly	
абстрактность	abstractedness	
абстрактный	abstract	
абстракционизм	abstractionism	
абстракционист	abstractionist	
абстракционистский	abstractionist	
абстракция	abstraction	
абсурд	absurdity	
абсурдизм	absurdism	
абсурдист	absurdist	
абсурдистка	absurdist	
абсурдно	absurdly	
абсурдность	absurdity	
абсурдный	absurd	
абсцесс	abscess	
абсцизин	abscisin	
абсцисса	abscissa	
абугида	abugida	
абулия	abulia	
абутилон	abutilon	
абхаз	abkhazian	
абхазец	abkhazian	
абхазия	abkhazia	
абхазка	abkhazian	
абхазский	abkhazian	
абцуг	deal	
абшайдер	refiner	
абшид	cartouch	
абшит	cartouch	
ава	avatar	
аваль	aval	
авангард	vanguard	
авангардист	vanguardist	
авангардный	vanguard	
аванесов	avanesov	
аванзал	anteroom	
аванзала	anteroom	
аванкамера	forebay	
аванпорт	outport	
аванпост	outpost	
аванс	advance	
авансовый	advance	
авансцена	proscenium	
авантаж	advantage	
авантажный	advantageous	
авантитул	foretitle	
авантюризм	adventurism	
авантюрин	aventurine	
авантюриновый	aventurine	
авантюрист	adventurer	
авантюристический	adventurist	
авантюристка	adventuress	
авантюристский	adventurist	
авантюрный	adventurous	
авар	avar	
аварийный	crash	
авария	accident	
аварка	avar	
аварский	avarskiy	
аваруа	avarua	
аватар	avatar	
авгий	augeas	
авгур	augur	
авгурский	augural	
август	augustus	
августа	augusta	
августейший	august	
августина	augustina	
августинец	augustinian	
августинизм	augustinianism	
августинский	augustinian	
августинство	augustinianism	
августовский	august	
авдашков	avdashkov	
авдей	avdei	
авдий	abdias	
авдиометр	audiometer	
авдон	avdon	
авдулов	avdulov	
авдушев	avdushev	
авентура	aventura	
авеню	avenue	
аверин	averin	
аверкин	averkin	
аверьян	averyan	
авиабаза	airbase	
авиабомба	airbomb	
авиадиспетчер	controller	
авиакомпания	airline	
авиалиния	airline	
авиаль	avial	
авиаподдержка	airsupport	
авиапредприятие	airline	
авиатор	airman	
авиафар	abiathar	
авиационный	aircraft	
авиация	aviation	
авиваж	brightening	
авидность	avidity	
авизо	advice	
авилин	avilin	
авионика	avionics	
авитаминоз	avitaminosis	
авиценнит	avicennite	
авлакоген	aulacogen	
авокадо	avocado	
авост	abend	
авось	chance	
авральный	emergency	
аврикула	auricula	
австралазия	australasia	
австралиец	australian	
австралийка	australian	
австралийский	australian	
австралия	australia	
австралоид	australoid	
австралопитек	australopithecus	
австриец	austrian	
австрийка	austrian	
австрийский	austrian	
австрия	austria	
австрияк	austrian	
австронезийский	austronesian	
австронезия	austronesia	
австрофашизм	austrofascism	
автаркия	autarky	
автоарфа	autoharp	
автоассоциативный	autoassociative	
автобан	motorway	
автобиограф	autobiographer	
автобиографический	autobiographical	
автобиографичный	autobiographical	
автобус	bus	
автогамия	autogamy	
автогамный	autogamous	
автогенез	autogenesis	
автогенератор	autogenerator	
автогравюра	autogravure	
автограф	autograph	
автогудронатор	paver	
автодизайн	autodesign	
автодополнение	autocomplete	
автодром	autodrome	
автодуальность	autodual	
автожир	autogyro	
автоиндекс	autoindex	
автокатализатор	autocatalyst	
автокефалия	autocephaly	
автокефальный	autocephalous	
автокинез	autokinesia	
автоклавировать	autoclave	
автокод	autocode	
автокодер	autocoder	
автокодировщик	autoencoder	
автокомплит	autocomplete	
автоконвекция	autoconvection	
автократ	autocrat	
автократический	autocratic	
автолизат	autolysate	
автомат	automaton	
автоматизация	automation	
автоматизировать	automate	
автоматизм	automatism	
автоматический	automatic	
автоматичность	automatism	
автомобилизация	motorization	
автомобиль	car	
автонимный	autonymous	
автономный	autonomous	
автопатрулируемый	autopatrolled	
автопилотирование	autopiloting	
автопробег	rally	
автор	author	
авторегрессия	autoregression	
авторизованный	authorized	
авторизовать	authorize	
авторинг	authoring	
авторитаризм	authoritarianism	
авторитарный	authoritarian	
авторитет	authority	
авторитетный	authoritative	
авторский	authorial	
авторство	autorship	
автосабмиттер	autosubmitter	
автосервис	service	
автоскейлинг	autoscaling	
автострада	highway	
автотеизм	autotheism	
автотипия	autotype	
автотомия	autotomy	
автотормоз	autobrake	
автотрансформатор	autotransformer	
автотрасса	highway	
автотрекинг	autotracking	
автотроф	autotroph	
автофикшен	autofiction	
автофокусировка	autofocusing	
автофургон	van	
автохарп	autoharp	
автохлам	clunker	
автохтонный	autochthonous	
автоэмиссия	autoemission	
автоэнкодер	autoencoder	
авункулат	avunculate	
ага	yeah	
агава	agave	
агаев	agayev	
агалит	agalite	
агамия	agamy	
агаммаглобулинемия	agammaglobulinaemia	
агамонт	agamont	
агарь	hagar	
агат	agate	
агатовый	agathic	
агафия	agatha	
агафон	agatho	
агафья	agatha	
аггел	demon	
агглютинабельный	agglutinable	
агглютинативный	agglutinative	
агглютинация	agglutination	
агглютинин	agglutinin	
агглютинировать	agglutinate	
агглютинирующий	agglutinative	
аггравация	overreact	
аггравировать	malinger	
агенс	agent	
агент	agent	
агентив	agentive	
агентивный	agential	
агентский	agential	
агентство	agency	
агиографический	hagiographic	
агиография	hagiography	
агиологический	hagiological	
агиология	hagiology	
агиофобия	hagiophobia	
агитатор	agitator	
агитация	agitation	
агитирование	agitation	
агитировать	agitate	
агитпроп	agitprop	
аглая	aglaia	
агломерация	agglomeration	
агломерирование	agglomeration	
агломерировать	agglomerate	
аглопорит	aggloporite	
аглофабрика	agglofactory	
агнат	agnate	
агнесса	agnessa	
агнета	agnes	
агнец	lamb	
агнозия	agnosia	
агноним	agnonym	
агностик	agnostic	
агностицизм	agnosticism	
агностически	agnostically	
агностический	agnostic	
агонизировать	agonize	
агонист	agonist	
агония	agony	
агора	agora	
агорафобия	agoraphobia	
агорот	agorot	
агранулоцит	agranulocyte	
агранулоцитоз	agranulocytosis	
аграрий	landowner	
аграрный	agrarian	
аграфа	agrapha	
аграфена	agraphena	
агрегат	unit	
агрегация	aggregation	
агрегирование	aggregation	
агрегировать	aggregate	
агрессивно	aggressively	
агрессивность	aggressiveness	
агрессивный	aggressive	
агрессия	aggression	
агрессор	aggressor	
агрикультура	agriculture	
агрипния	agrypnia	
агробактерия	agrobacterium	
агробизнес	agribusiness	
агробиологический	agrobiological	
агрокультура	agriculture	
агрокультурный	agricultural	
агромания	agromania	
агрометр	agrometer	
агроном	agronomist	
агрономический	agricultural	
агрономия	agronomy	
агрономша	agronomist	
агротехник	agriculturist	
агротехника	agrotechnology	
агротехнический	agrotechnical	
агрофизика	agrophysics	
агрофизический	agrophysical	
агрохимик	agrochemist	
агуаскальентес	aguascalientes	
агузаров	aguzarov	
агульский	agul	
агути	agouti	
ад	hell	
ада	ada	
адад	adad	
адаев	adayev	
адажио	adagio	
адам	adam	
адамант	adamant	
адамантан	adamantane	
адамантовый	adamantine	
адамит	adamite	
адамсит	adamsite	
адаптация	adaptation	
адаптер	adapter	
адаптивный	adaptive	
адаптированный	adapted	
адаптировать	adapt	
адаптироваться	adapt	
адаптируемость	adaptability	
адвекция	advection	
адвентист	adventist	
адвентистка	adventist	
адвентистский	adventist	
адвербиал	adverbial	
адвербиализация	adverbialization	
адвербиальность	adverbiality	
адвербиальный	adverbial	
адвокат	lawyer	
адвокатура	advocacy	
адгезив	adhesive	
адгезивный	adhesive	
адгезиметр	adhesiometer	
адгезиометр	adhesiometer	
адгезия	adhesion	
адгерент	adherent	
аддисон	addison	
аддитивность	additivity	
аддитивный	additive	
аддуктор	adductor	
адекватив	adequative	
адекватно	adequately	
адекватность	adequacy	
адекватный	adequate	
аделаида	adelaide	
аделина	adeline	
аденин	adenine	
аденозинтрифосфат	atp	
аденозинтрифосфорный	adenosinetriphosphoric	
аденоид	adenoid	
аденокарцинома	adenocarcinoma	
аденома	adenoma	
аденомиоз	adenomyosis	
аденомиозит	adenomyositis	
аденопатия	adenopathy	
аденосаркома	adenosarcoma	
аденотомия	adenotomy	
аденотонзиллэктомия	adenotonsillectomy	
аденофора	adenophora	
адентия	adentia	
адепт	disciple	
адессив	adessive	
аджа	aja	
аджапсандали	ajapsandal	
аджарец	adjar	
аджария	adjaria	
аджарский	adjarian	
адиабата	adiabat	
адиабатический	adiabatic	
адиабатный	adiabatic	
адианоэта	adianoeta	
адипозогенитальный	adipogenital	
адипоцир	adipocere	
адлер	adler	
админ	admin	
административный	administrative	
администратор	administrator	
администраторша	administratrix	
администрация	administration	
администрирование	administration	
администрировать	administer	
адмирал	admiral	
адмиралтейство	admiralty	
адмирация	admiration	
адмиттанс	admittance	
адогматический	adogmatic	
адольф	adolph	
адонис	adonis	
адоральный	adoral	
адоратер	adorer	
адреналин	adrenaline	
адреналовый	adrenal	
адренергический	adrenergic	
адренокортикотропин	adrenocorticotropin	
адренокортикотропный	adrenocorticotropic	
адренолитический	adrenolytic	
адреномиметический	adrenomimetic	
адресант	addressant	
адресат	addressee	
адресатка	addressee	
адресный	address	
адресованный	adressed	
адресовать	address	
адресок	address	
адресуемость	addressability	
адрон	hadron	
адронный	hadronic	
адский	infernal	
адсорбент	adsorbent	
адсорбировать	adsorb	
адсорбироваться	adsorb	
адсорбируемый	adsorbing	
адсорбция	adsorption	
адстрат	adstratum	
адъективный	adjective	
адъюнкт	adjunct	
адъютант	adjutant	
адыгеец	adygei	
адыгейск	adygeysk	
адыгейский	adyghe	
адыча	adycha	
адэкватный	adequate	
адюльтер	adultery	
ажиотаж	pother	
ажиотажный	feverish	
ажитация	agitation	
ажитированный	agitated	
аз	i	
азазель	azazel	
азалия	azalea	
азан	azan	
азарт	passion	
азартно	hazardously	
азбест	asbestos	
азбука	alphabet	
азеотропный	azeotropic	
азер	azeri	
азербайджан	azerbaijan	
азербайджанец	azeri	
азербайджанка	azerbaijani	
азербайджанский	azerbaijani	
азеркин	otherkin	
азиат	asian	
азиатский	asian	
азизов	azizov	
азик	azerbaijani	
азимут	azimuth	
азия	asia	
азовский	azov	
азосочетание	azocoupling	
азот	nitrogen	
азотемия	azotemia	
азотизация	nitriding	
азотировать	nitride	
азотный	nitric	
азотобактер	azotobacter	
азы	abc	
аид	hades	
аир	calamus	
аист	stork	
аистёнок	stork	
айбиэмер	ibmer	
айва	quince	
айвори	ivory	
айкидо	aikido	
аймарский	aymaran	
айнский	ainu	
айова	iowa	
айпад	ipad	
айпод	ipod	
айран	ayran	
айсберг	iceberg	
айсин	aysin	
айяуаска	ayahuasca	
ак	as	
академ	akademos	
академик	academician	
академический	academic	
академично	academically	
академия	academy	
академка	sabbatical	
акайрия	acairia	
акалькулия	acalculia	
акант	acanthus	
акариаз	acariasis	
акарология	acarology	
акарпный	acarpous	
акафист	acathistus	
акация	acacia	
аквавит	aquavit	
аквазорб	zorb	
акваланг	aqualung	
аквалангист	frogman	
аквамарин	aquamarine	
аквапарк	aquapark	
аквапланирование	aquaplaning	
акварелист	watercolourist	
акварель	watercolor	
аквариум	aquarium	
аквариумист	aquarian	
аквариумистика	fishkeeping	
аквариумный	aquarian	
акватеррариум	aquaterrarium	
акведук	aqueduct	
аквизиция	acquisition	
аквилегия	columbine	
аквитанский	aquitanian	
акишин	akhishin	
аккад	akkad	
аккадский	akkadian	
акклиматизация	acclimatization	
аккомодационный	accommodative	
аккомодация	accommodation	
аккомпанемент	accompaniment	
аккомпаниатор	accompanist	
аккомпаниаторша	accompanist	
аккомпанировать	accompany	
аккорд	chord	
аккордеон	accordion	
аккордеонист	accordionist	
аккордный	chord	
аккра	accra	
аккредитация	accreditation	
аккредитование	accreditation	
аккредитованный	accredited	
аккредитовать	accredit	
аккула	shark	
аккумулирование	accumulation	
аккумулировать	accumulate	
аккумуляция	accumulation	
аккурат	exactly	
аккуратно	neatly	
аккуратность	punctuality	
аккуратный	accurate	
аклинальный	aclinic	
акмеизм	acmeism	
аколит	acolyte	
акомпанировать	accompany	
аконит	monkshood	
аконитин	aconitine	
аконитовый	aconitic	
акр	acre	
акредитовать	accredit	
акрида	acrida	
акрил	acrylic	
акриловый	acrylic	
акритарха	acritarch	
акрихин	acrichine	
акробатика	acrobatics	
акробатически	acrobatically	
акробатический	acrobatic	
акрокарпный	acrocarpous	
акроним	acronym	
акрополь	acropolis	
акростих	acrostic	
акроцефалосиндактилия	acrocephalosyndactyly	
аксамит	velvet	
акселерограф	accelerograph	
аксессуар	accessory	
аксиальный	axial	
аксиллярный	axillary	
аксиолог	axiologist	
аксиологический	axiological	
аксиома	axiom	
аксиоматизация	axiomatization	
аксиоматика	axiomatics	
аксиоматический	axiomatic	
аксиоматичный	axiomatic	
аксон	axon	
аксум	aksum	
аксумит	aksumite	
аксумитъ	aksumite	
аксёненко	aksenenko	
акт	act	
актант	actant	
актив	activists	
активация	activation	
активизированный	activated	
активизировать	activate	
активировать	activize	
активно	actively	
активность	activity	
активный	active	
актин	actin	
актинизм	actinism	
актинический	actinic	
актиния	actinia	
актинограф	actinograph	
актиноид	actinide	
актинометр	actinometer	
актирование	enact	
актор	actor	
актуализация	actualization	
актуализм	actualism	
актуально	actually	
актуальный	relevant	
актуарий	actuary	
актуатор	actuator	
акула	shark	
акулина	akulina	
акупрессура	acupressure	
акупунктура	acupuncture	
акустика	acoustics	
акустический	acoustic	
акушер	accoucheur	
акушерка	midwife	
акцент	accent	
акцентирование	accentuation	
акцентировка	emphasis	
акцентология	accentology	
акцентуализация	accentualization	
акцентуация	accentuation	
акцепт	acceptance	
акцептант	acceptor	
акцептировать	accept	
акцептовать	accept	
акцептор	acceptor	
акцессия	accession	
акцессорный	accessory	
акциз	excise	
акционер	shareholder	
акционерный	stock	
акционерство	shareholdership	
акция	share	
акын	akyn	
алабин	alabin	
аламыс	alamys	
аландец	alander	
алания	alania	
алас	alas	
албанец	albanian	
албания	albania	
албанка	albanian	
албанский	albanian	
алгебра	algebra	
алгебраист	algebraist	
алгебраистка	algebraist	
алгебраический	algebraic	
алголагния	algolagnia	
алгоритм	algorithm	
алгоритмизация	algorithmization	
алгоритмика	algorithmics	
алгоритмический	algorithmic	
алгорифм	algorithm	
але	or	
алеаторный	aleatory	
алебарда	halberd	
алебардист	halberdier	
алебастр	alabaster	
алевтина	alevtina	
алейрон	aleurone	
александр	alexander	
александра	aleksandra	
александренков	aleksandrenkov	
александрийский	alexandrian	
александрина	alexandrina	
александрит	alexandrite	
александров	alexandrov	
александрович	alexandrovich	
алексей	aleksey	
алерион	alerion	
алеся	alesia	
алетиометр	alethiometer	
алетический	alethic	
алеть	crimson	
алеут	aleut	
алеутка	aleut	
алеутский	aleut	
алешкевич	aleshkevich	
алея	crimsoning	
алжир	algeria	
алжирец	algerian	
алжирка	algerian	
али	ali	
алиби	alibi	
алиенация	alienation	
алиенировать	alienate	
алиенист	alienist	
ализарин	alizarin	
аликанте	alicante	
алимгулов	alimgulov	
алиментарный	alimentary	
алименты	alimony	
алина	alina	
алипов	alipov	
алиса	alice	
алисон	alison	
алихна	alychne	
алкализация	alkalization	
алкалоид	alkaloid	
алкалоидный	alkaloid	
алкан	alkane	
алканол	alkanol	
алкаш	drunk	
алкашка	alcoholic	
алкен	alkene	
алкил	alkyl	
алкин	alkyne	
алкмеон	alcmaeon	
алкоголиз	alcoholysis	
алкоголизм	alcoholism	
алкоголик	alcoholic	
алкоголичка	alchogolic	
алкоголь	alcohol	
алкогольный	alcoholic	
алкотестер	breathalyzer	
алла	alla	
аллантоис	allantois	
аллегорический	allegorical	
аллегория	allegory	
аллелопатия	allelopathy	
аллель	allele	
аллен	allen	
аллерген	allergen	
аллергенный	allergenic	
аллергический	allergic	
аллергичный	allergic	
аллергия	allergy	
аллергодерматит	allergodermia	
аллерголог	allergist	
аллергология	allergology	
аллея	alley	
аллигатор	alligator	
аллитерационный	alliterational	
аллитерация	alliteration	
аллоген	allogene	
аллогенный	allogenic	
аллограф	allograph	
аллодетерминанта	allodeterminant	
аллоиммунитет	alloimmunity	
аллоксан	alloxan	
аллометрия	allometry	
алломорф	allomorph	
алломорфоз	allomorphosis	
аллонж	allonge	
аллопатия	allopathy	
аллопластика	alloplasty	
аллостерия	allostery	
аллотрансплантация	allotransplantation	
аллотриофагия	allotriophagy	
аллотропия	allotropy	
аллотропный	allotropic	
аллофан	allophane	
аллофон	allophone	
аллофона	allophone	
аллоэротизм	alloeroticism	
аллу	allu	
аллювиальный	alluvial	
аллюзия	allusion	
алмаз	diamond	
ало	red	
алогический	illogical	
алогичность	illogicalness	
алогичный	alogical	
алоиза	aloisa	
алопеция	alopecia	
алоэ	aloe	
алпразолам	alprazolam	
алтаец	altai	
алтаистика	altaistics	
алтай	altai	
алтайский	altaic	
алтарь	altar	
алтей	althaea	
алтухов	altukhov	
алтынай	altynai	
алуне	alune	
алушта	alushta	
алфабетизация	alphabetization	
алфавит	alphabet	
алфавитизация	alphabetization	
алфавитный	alphabetical	
алфёров	alfyorov	
алхимик	alchemist	
алхимически	alchemically	
алхимический	alchemical	
алхимия	alchemy	
алчность	avarice	
алчный	greedy	
алый	scarlet	
алыча	alycha	
аль	or	
альбаака	basil	
альбатрос	albatross	
альбедо	albedo	
альбигоец	albigeois	
альбигойский	albigensian	
альбина	albina	
альбинизм	albinism	
альбинос	albino	
альбион	albion	
альбо	or	
альбом	album	
альбумин	albumin	
альвеола	alveolus	
альвеолярный	alveolar	
альвина	alvina	
альгинат	alginate	
альгицид	algicide	
альгодисменорея	algodismenorrhea	
альгоменорея	algomenorrhea	
альдегид	aldehyde	
альдона	aldona	
альков	alcove	
альковный	alcove	
альманах	almanac	
альметьевск	almetyevsk	
альмукантарат	almucantar	
альпага	alpaca	
альпака	alpaca	
альпеншток	alpenstock	
альпинизм	mountaineering	
альпинист	alpinist	
альпы	alps	
альстромерия	alstroemeria	
альт	alto	
альтаир	altair	
альтерация	alteration	
альтернат	alternate	
альтернатива	alternative	
альтернативный	alternative	
альтитуда	altitude	
альтруист	altruist	
альтруистически	altruistically	
альтруистический	altruistic	
альтруистка	altruist	
альфа	alpha	
альфонс	alfons	
альянс	alliance	
алюминиевый	aluminic	
алюминий	aluminium	
алюмогель	alumogel	
алюмосиликат	aluminosilicate	
алюторский	alyutor	
аляповатый	clumsy	
аляска	alaska	
алёна	alena	
алёша	alyosha	
амавротический	amaurotic	
амазонка	amazon	
амаксофобия	amaxophobia	
амальгама	amalgam	
амариллис	amaryllis	
аматус	amathus	
аматэрасу	amaterasu	
аматёр	enthusiast	
аматёрка	amateur	
амбазония	ambazonia	
амбар	barn	
амбарчик	ambarchik	
амбассадор	ambassador	
амбивалентность	ambivalence	
амбивалентный	ambivalent	
амбиверсия	ambiversion	
амбиверт	ambivert	
амбиграмма	ambigram	
амбидекстр	ambidexter	
амбидекстрия	ambidexterity	
амбиполярность	ambipolarity	
амбиполярный	ambipolar	
амбисинистрия	ambisinstria	
амбистома	ambystoma	
амбитендентность	ambitendency	
амбициозный	ambitious	
амбиция	ambition	
амблинойя	amblynoia	
амблиопия	amblyopia	
амборелловые	amborellaceae	
амбоцептор	amboceptor	
амбразура	embrasure	
амброзия	ambrosia	
амбулакральный	ambulacral	
амбулатория	clinic	
амвон	ambo	
амвросьев	amvrosyev	
амели	amelie	
амелиорация	amelioration	
амелия	amelia	
аменабельность	amenability	
аменция	amentia	
америка	america	
американец	american	
американизация	americanization	
американизировать	americanize	
американизм	americanism	
американистика	americanology	
американка	american	
американский	american	
америций	americium	
аметист	amethyst	
аметистовый	amethyst	
амигдала	amygdala	
амигдалин	amygdalin	
амигдалярный	amygdalar	
амидофосфат	phosphoramidate	
амикрон	amicron	
аминазин	aminazine	
аминобензойный	benzaminic	
аминов	aminov	
аминь	amen	
амиров	amirov	
амиш	amish	
аммиак	ammonia	
аммонал	ammonal	
аммонизировать	ammonate	
аммоний	ammonium	
аммотол	amatol	
аммофос	ammophos	
амнезиак	amnesiac	
амнезия	amnesia	
амнистировать	amnesty	
амнистия	amnesty	
амогус	amogus	
аморалия	amorality	
амортизировать	amortize	
аморфизм	amorphism	
аморфный	amorphous	
ампер	ampere	
ампервольтметр	avometer	
амперметр	ammeter	
амплифицировать	amplificate	
ампула	ampoule	
ампутированный	amputee	
ампутировать	amputate	
амузия	amusia	
амулет	amulet	
амуниция	accoutrements	
амур	amur	
амфиартроз	amphiarthrosis	
амфиболия	amphiboly	
амфибореальный	amphiboreal	
амфимакр	cretic	
амфимиктический	amphimictic	
амфипатический	amphipathic	
амфисбена	amphisbaena	
амфитрита	amphitrite	
амфицельный	amphicoelous	
амфодонтоз	amphodontosis	
амфолит	ampholyte	
амфора	amphora	
амфотерность	amphotericity	
амфотерный	amphoteric	
амхара	amhara	
амхарский	amharic	
амшенец	hemshin	
амёба	amoeba	
амёбный	ameban	
амёбоидный	amoebiform	
амёбообразный	ameboid	
анабаптистка	anabaptist	
анабиоз	anabiosis	
анабиотический	anabiotic	
анаболик	anabolic	
анаболия	anaboly	
анадромный	anadromous	
анадырь	anadyr	
анаколуф	anacoluthon	
анакруза	anacrusis	
анал	anal	
аналекты	analecta	
аналемма	analemma	
аналептик	analeptic	
аналептический	analeptic	
анализатор	analyzer	
анализировать	analyze	
аналитик	analyst	
аналитика	analytics	
аналитически	analytically	
аналитический	analytical	
аналог	analogue	
аналогично	similarly	
аналогичный	similar	
аналоговый	analog	
аналой	lectern	
анальгетик	analgesic	
анальгин	metamizole	
анаморфоз	anamorphosis	
ананас	pineapple	
ананказм	anancasm	
анапа	anapa	
анапест	anapaest	
анаплазия	anaplasia	
анаптиксис	anaptyxis	
анархизм	anarchism	
анархист	anarchist	
анархистский	anarchist	
анархически	anarchically	
анархический	anarchic	
анархичный	anarchic	
анархия	anarchy	
анастасия	anastasia	
анастигматизм	anastigmatism	
анастомоз	anastomosis	
анастомозировать	anastomose	
анатолий	anatoly	
анатом	anatomist	
анатомирование	dissection	
анатомировать	dissect	
анатомически	anatomically	
анатомический	anatomical	
анатомия	anatomy	
анафилаксия	anaphylaxis	
анафора	anaphora	
анафорез	anaphoresis	
анафорически	anaphorically	
анафоричный	anaphoric	
анахорет	anchorite	
анахронизм	anachronism	
ангажемент	engagement	
ангажированность	commitment	
ангара	angara	
ангвантибо	angwantibo	
ангедония	anhedonia	
ангел	angel	
ангелология	angelology	
ангельский	angelic	
ангидраза	anhydrase	
ангидрид	anhydride	
ангидрит	anhydrite	
ангиографический	angiographic	
ангиография	angiography	
ангиологический	angiological	
ангиома	angioma	
ангиопатия	angiopathy	
ангиостомия	angiostomy	
ангиотензин	angiotensin	
ангиотромбоз	angiothrombosis	
ангиофиброз	angiofibrosis	
ангиоэнцефалопатия	angioencephalopathy	
англизм	anglicism	
английский	english	
англиканец	anglican	
англиканин	anglican	
англиканский	anglican	
англиканство	anglicanism	
англицизм	anglicism	
англичанин	englishman	
англичанка	englishwoman	
англия	england	
англоман	anglomaniac	
англомания	anglomania	
англоманство	anglomania	
англофильский	anglophilic	
англоязычный	anglophone	
ангола	angola	
анголар	angolar	
анголец	angolan	
анголка	angolan	
ангольский	angolan	
ангстрем	angstrom	
андалузец	andalusian	
андалузский	andalusian	
андеграунд	underground	
анджей	andrzej	
анджела	angela	
андорра	andorra	
андорранец	andorran	
андоррец	andorran	
андреевич	andreyevich	
андреевский	andreyevsky	
андрей	andrei	
андроген	androgen	
андрогенный	androgenic	
андрогин	androgyne	
андрогиния	androgyny	
андрогинофор	androgynophore	
андролог	andrologist	
андрология	andrology	
андромеда	andromeda	
андрон	andron	
андроник	andronicus	
андроним	andronymic	
андростендион	androstenedione	
андростерон	androsterone	
андрофилия	androphilia	
андрофобия	androphobia	
андрофор	androphore	
андроцей	androecium	
андрусов	andrusov	
андрющенко	andryushchenko	
андский	andean	
анемичный	anemic	
анемия	anemia	
анемограф	anemograph	
анемометр	anemometer	
анемометрический	anemometric	
анемометрия	anemometry	
анемостат	anemostat	
анемофильный	anemophilous	
анестезиолог	anaesthetist	
анестезиология	anaesthesiology	
анестезировать	anesthetize	
анестезист	anesthetician	
анестезия	anaesthesia	
анестетик	anesthetic	
анета	aneta	
анетта	anetta	
анжамбеман	enjambment	
анжела	angela	
анжелика	angelica	
анжелина	angelina	
анзац	ansatz	
анизогамия	anisogamy	
анизокория	anisocoria	
анизомерия	anisomery	
анизотропия	anisotropy	
анизотропный	anisotropic	
аникеенко	anikeyenko	
аникин	anikin	
анилин	aniline	
анилингус	anilingus	
аниматронный	animatronic	
аниме	anime	
анимизм	animism	
анимировать	animate	
